phage,host
MF140430,NZ_LN831039.1
MF140435,NZ_LN831039.1
MF140434,LC361338
NC_023709,NZ_LN831039.1
NC_023708,NZ_LN831039.1
NC_023705,NZ_LN831039.1
NC_023704,NZ_LN831039.1
NC_023707,NZ_LN831039.1
NC_023706,NZ_CP027793.1
NC_023701,NZ_LN831039.1
NC_023703,NZ_LN831039.1
NC_023702,NZ_LN831039.1
NC_027341,NZ_PKRZ01000001.1
KT626047,NZ_LN831039.1
MH155864,NZ_LN831039.1
MH155866,NZ_LN831039.1
MH155867,NZ_CABEIC010000001.1
KX522650,LC361338
NC_031118,NZ_CABEIC010000001.1
NC_031112,NZ_CABEIC010000001.1
NC_012027,NZ_LN831039.1
NC_031115,NZ_FRBZ01000017.1
NC_031939,CP030026
NC_028746,NZ_CP019687.1
NC_031930,CP030026
NC_031933,CP030026
NC_012756,NZ_NCUP01000009.1
NC_012753,NZ_CP035306.1
NC_028700,NZ_CP010450.1
NC_002371,CP030026
MH576975,NZ_LN831039.1
MH576974,NZ_LN831039.1
MH576977,NZ_LN831039.1
MH576976,NZ_CABEIC010000001.1
MH576971,NZ_LN831039.1
MH576970,NZ_LN831039.1
NC_031069,NZ_CP035306.1
NC_031068,NC_012917.1
NC_031067,NZ_LN831039.1
NC_031066,NZ_CP024819.1
NC_031064,NZ_PKRZ01000001.1
NC_031061,NZ_CABEIC010000001.1
NC_031060,NZ_CABEIC010000001.1
MH371110,NZ_LN831039.1
MH371111,CP019892
MH371112,NZ_LN831039.1
MH371113,NZ_LN831039.1
MH371114,NZ_LN831039.1
MH371115,NZ_LN831039.1
MH371116,NZ_LN831039.1
MH371117,NZ_LN831039.1
MH371118,CP019892
MH371119,NZ_LN831039.1
MG925352,CP019892
NC_022057,NZ_LN831039.1
MG925350,NZ_LN831039.1
MG925351,NZ_LN831039.1
MG925356,NZ_LN831039.1
MG757163,NZ_CM001889
KM363596,NZ_LN831039.1
KM363597,NZ_LN831039.1
NC_027396,NZ_FEBQ01000001.1
NC_027394,NZ_NUFU01000011.1
KR053199,NZ_BAOP01000115.1
NC_027390,NC_010554.1
NC_022059,NZ_LN831039.1
NC_017980,NC_008261.1
NC_017981,NZ_CP018725.1
NC_017983,NZ_ATTH01000001
NC_017985,CP030026
NC_018850,NZ_CP048408.1
NC_008265,NC_008261.1
NC_028960,NZ_LN831039.1
NC_028961,NZ_LN831039.1
NC_028965,NZ_LN831039.1
NC_028966,NZ_FNSA01000003
NC_028968,NZ_LN831039.1
NC_028969,NZ_CP025545.1
KM588359,NZ_LN831039.1
KX375815,NZ_LN831039.1
NC_021068,NZ_SJSX01000001.1
MH051258,NZ_LN831039.1
MH051259,NZ_LN831039.1
MK305885,NZ_CABEIC010000001.1
MH051250,NZ_LN831039.1
MH051251,NZ_LN831039.1
MH051252,NZ_LN831039.1
MH051253,NZ_LN831039.1
MH051254,NZ_LN831039.1
MH051255,NZ_LN831039.1
MH051256,NZ_LN831039.1
MH051257,NZ_LN831039.1
NC_019925,NZ_CP015137.1
NC_019928,NC_017379.1
NC_019929,NC_013961.1
NC_009993,NZ_LN831039.1
MH910036,QLNP01000098
NC_001629,NZ_PKRZ01000001.1
NC_003315,NZ_CP009610.1
MF140416,NZ_LN831039.1
KX557273,NZ_CABEIC010000001.1
KX557272,NZ_CABEIC010000001.1
KX557275,NZ_CABEIC010000001.1
KX557274,NZ_CABEIC010000001.1
KX557277,NZ_CABEIC010000001.1
KX557276,NZ_CABEIC010000001.1
MK359357,NZ_LN831039.1
MK359356,NZ_LN831039.1
MK359355,NZ_LN831039.1
MK359354,NZ_LN831039.1
MK359353,NZ_LN831039.1
MK359352,NZ_LN831039.1
MK359350,NZ_LN831039.1
MG839015,CP019892
MF140409,LC361338
MF140404,LC361338
KY348865,NZ_LN831039.1
MF140405,NZ_LN831039.1
MK524530,NZ_LN831039.1
NC_011055,NZ_LN831039.1
NC_011056,NZ_LN831039.1
NC_011057,NZ_LN831039.1
KP027198,NZ_LN831039.1
NC_029075,NZ_CP025774.1
MH779502,NZ_LN831039.1
KP027195,NZ_LN831039.1
KP027196,NZ_LN831039.1
KU160669,LC361338
KU160668,LC361338
MH779500,NZ_LN831039.1
KU160661,LC361338
KU160660,LC361338
KU160663,LC361338
KU160662,LC361338
KU160665,LC361338
KU160664,LC361338
KU160667,LC361338
KU160666,LC361338
NC_007066,NZ_CP023560
NC_007064,NZ_CP023560
NC_007065,NZ_CP023560
NC_007062,NZ_CP023560
NC_007063,NZ_CP023560
NC_007060,NZ_CP023560
NC_007061,NZ_CP023560
KY471267,NZ_LN831039.1
NC_023716,NZ_LN831039.1
NC_029084,NZ_CP019687.1
KM402757,NZ_LN831039.1
NC_029098,NZ_CM001889
KX657796,NZ_LN831039.1
KX657795,NZ_LN831039.1
KX657794,NZ_LN831039.1
KX657793,NZ_LN831039.1
NC_029079,NZ_LN831039.1
NC_023009,NZ_CP023560
KX610765,LC361338
KX610764,NZ_LN831039.1
NC_002194,NC_017287.1
NC_030915,NZ_CABEIC010000001.1
MG839017,CP019892
MG839016,CP019892
MF140408,NZ_LN831039.1
MG839014,NZ_LN831039.1
MF140406,NZ_LN831039.1
MF140407,LC361338
MG839019,CP019892
MG839018,CP019892
MF140402,NZ_LN831039.1
MF140403,NZ_LN831039.1
MF140400,LC361338
MF140401,LC361338
NC_015938,CP030026
KY471266,NZ_LN831039.1
NC_023719,NZ_NUFU01000011.1
KY471268,NZ_CABEIC010000001.1
KY471269,NZ_CABEIC010000001.1
NC_023714,NZ_LN831039.1
NC_023715,NC_017168.1
NC_023712,NZ_LN831039.1
NC_023713,NZ_LN831039.1
NC_023710,NZ_LN831039.1
NC_023711,NZ_LN831039.1
NC_023503,NZ_CP035306.1
NC_023502,NZ_JH719383.1
MH155873,CP019892
MH155871,NZ_LN831039.1
MH155870,NZ_CM001889
MH155876,NZ_LN831039.1
MH155875,NZ_LN831039.1
MH155874,NZ_LN831039.1
MH155879,NZ_LN831039.1
MK411746,QLNP01000098
KX774321,NC_012490.1
NC_031108,NZ_CP010341.1
NC_031109,NZ_CABEIC010000001.1
NC_031107,NC_013961.1
NC_031101,NZ_VNGZ01000001.1
NC_031102,NZ_LN831039.1
NC_031929,NZ_FEBQ01000001.1
NC_031924,NZ_UWXU01000001
NC_031925,CP030026
NC_031923,NZ_FEBQ01000001.1
NC_031920,NZ_FEBQ01000001.1
NC_028779,NZ_LN831039.1
NC_028778,NZ_LN831039.1
NC_028775,NZ_CP023560
NC_028774,NZ_UWXU01000001
NC_028777,NZ_NUFU01000011.1
NC_028772,NZ_LR134475.1
KP017311,NZ_LN831039.1
KP017310,NZ_LN831039.1
KX758539,NZ_LN831039.1
KX758538,NZ_LN831039.1
NC_031071,NZ_PKRZ01000001.1
NC_031072,NZ_CABEIC010000001.1
NC_031074,NZ_CABEIC010000001.1
NC_031075,NZ_PKRZ01000001.1
NC_031076,NZ_CP010341.1
NC_031077,NZ_MWMD01000001.1
KT381276,NZ_LN831039.1
KT381277,NZ_LN831039.1
NC_022069,NZ_LN831039.1
NC_022068,NZ_LN831039.1
MH371107,NZ_LN831039.1
NC_022063,NZ_LN831039.1
NC_022062,NZ_LN831039.1
MH371109,CP019892
NC_022060,NZ_LN831039.1
NC_022067,NZ_LN831039.1
NC_022066,NZ_LN831039.1
NC_022065,NZ_LN831039.1
NC_022064,NZ_LN831039.1
MG925345,CP019892
MG925344,NZ_LN831039.1
MG925347,CP019892
MG925346,NZ_LN831039.1
MG925341,NZ_LN831039.1
MG925340,NZ_LN831039.1
MG925343,CP019892
MG925342,NZ_LN831039.1
MG925349,NZ_LN831039.1
MG925348,NZ_LN831039.1
NC_027120,NZ_PKRZ01000001.1
NC_018843,CP030026
MH834598,QLNP01000098
MH744424,NZ_CABEIC010000001.1
MH744425,NZ_LN831039.1
MH744420,NZ_CM001889
MH744421,LC361338
MH744422,NZ_LN831039.1
MH744423,NZ_LN831039.1
KU998248,NZ_CABEIC010000001.1
KU998249,NZ_CABEIC010000001.1
KF188414,NZ_LN831039.1
KU998240,NZ_CABEIC010000001.1
KU998241,NZ_CABEIC010000001.1
KU998242,NZ_CABEIC010000001.1
KU998243,NZ_CABEIC010000001.1
KU998244,NZ_CABEIC010000001.1
KU998245,NZ_CABEIC010000001.1
KU998246,NZ_CABEIC010000001.1
KU998247,NZ_CABEIC010000001.1
KU695581,NZ_LN831039.1
KU695582,NZ_LN831039.1
NC_028917,NZ_CP023560
NC_028916,NC_010554.1
NC_028911,NC_022112.1
NC_028910,NZ_LN831039.1
NC_028912,NZ_LN831039.1
NC_029107,NZ_CP009764.1
NC_023718,NZ_PHHD01000001.1
NC_009878,NZ_LN831039.1
NC_009877,NZ_LN831039.1
MK305893,NZ_LN831039.1
MK305892,NZ_LN831039.1
MH450120,LC361338
MH051248,NZ_LN831039.1
NC_016763,CP030026
MH051247,NZ_LN831039.1
MH051246,NZ_LN831039.1
NC_024356,NZ_CP039729.1
NC_028828,NZ_LN831039.1
NC_019485,NZ_MWMD01000001.1
NC_004112,NZ_AP012544.1
NC_028821,NZ_CP035288.1
NC_027340,NC_013961.1
NC_028823,NZ_LN831039.1
NC_027342,NC_010554.1
JN408459,NZ_LN831039.1
NC_028826,NZ_CP039729.1
MK359362,NZ_LN831039.1
KT355475,LC361338
KT355474,NZ_LN831039.1
MK359366,NZ_LN831039.1
KT355472,NZ_LN831039.1
MK359364,NZ_LN831039.1
MK359365,NZ_LN831039.1
KU935729,NZ_LN831039.1
NC_010463,AP014565
MH271306,NC_012490.1
MH271307,NZ_LT629770
MH271304,NZ_LT629770
MH271305,NZ_CABEIC010000001.1
MH271302,NZ_CABEIC010000001.1
MH271303,NZ_LT629770
MH271301,CP019892
MH271308,CP019892
MH271309,NC_012490.1
MH316563,NZ_LN831039.1
JN859129,NZ_LN831039.1
JN618996,NZ_LN831039.1
NC_011021,NZ_LN831039.1
NC_011020,NZ_LN831039.1
MH025888,NZ_LN831039.1
NC_011022,NZ_LN831039.1
KR063279,NZ_BAOP01000115.1
KR063278,NZ_BAOP01000115.1
NC_028670,NZ_UWXU01000001
NC_028671,NZ_KZ846072.1
NC_025467,NZ_CP039729.1
NC_025465,NZ_KZ846072.1
NC_025460,NZ_CP023560
MH825703,LC361338
KX688102,LC361338
KX688103,LC361338
NC_004172,NZ_FOQB01000027.1
NC_031090,NZ_NQCD01000010.1
KC661272,NZ_LN831039.1
MH825708,NZ_LN831039.1
KX670790,NZ_DF968533
NC_027366,NZ_NUFU01000011.1
KT222942,NZ_LN831039.1
KT222940,NZ_LN831039.1
KT222941,NZ_LN831039.1
NC_031269,NZ_CABEIC010000001.1
NC_002185,NZ_CP035306.1
NC_031265,NZ_CABEIC010000001.1
NC_031264,NZ_ADEZ01000001.1
NC_031267,NZ_CABEIC010000001.1
NC_031266,NZ_LN831039.1
NC_031261,NZ_LN831039.1
NC_031260,NZ_CP039729.1
NC_031263,NZ_LN831039.1
NC_031262,NZ_LN831039.1
MF140411,NZ_LN831039.1
MF140410,NZ_LN831039.1
MG839024,CP019892
MF140412,NZ_LN831039.1
MG839022,CP019892
MG839023,CP019892
MF140417,LC361338
MG839021,CP019892
MF140419,LC361338
NC_028803,NZ_LN831039.1
MG839028,CP019892
MG839029,CP019892
NC_023723,NZ_LN831039.1
MK308637,CP019892
NC_023721,NZ_LN831039.1
MF472894,NZ_LN831039.1
MF472893,NZ_LN831039.1
NC_023726,NZ_LN831039.1
NC_023725,NZ_LN831039.1
NC_023724,NZ_LN831039.1
NC_015252,NZ_CP023643.1
NC_015253,NZ_CP023643.1
NC_015250,NZ_KB849702.1
NC_015251,NZ_CP021654.1
NC_007057,NZ_CP023560
NC_007056,NZ_CP023560
NC_007055,NZ_CP023560
NC_022980,NZ_CP025545.1
NC_022981,NZ_LN831039.1
NC_022983,NZ_LN831039.1
NC_022984,NZ_LN831039.1
NC_022985,NZ_LN831039.1
MF155947,NZ_LN831039.1
MF155946,NZ_GG657757
MF324914,NZ_LN831039.1
MF324915,NZ_LN831039.1
MF324911,NZ_LN831039.1
MF324912,NZ_LN831039.1
MF324913,NZ_LN831039.1
NC_008723,NZ_CP035288.1
KM197169,NZ_LN831039.1
NC_024389,NZ_CP046062.1
NC_012696,NVUC01000001
NC_016073,CP030026
NC_016071,CP018657
MK524491,NZ_LN831039.1
NC_031913,NZ_FEBQ01000001.1
NC_031910,NZ_FEBQ01000001.1
NC_023582,NZ_CP035288.1
NC_031915,NZ_FEBQ01000001.1
NC_023580,NZ_LN831039.1
NC_011802,CP030026
NC_011801,NZ_CP018809.1
NC_031918,CP030026
NC_023859,NZ_CP031422.1
NC_023588,NC_011071.1
NC_011201,NZ_CP009764.1
KR080201,NZ_LN831039.1
KR080200,NZ_LN831039.1
KR080203,NZ_LN831039.1
KR080202,NZ_LN831039.1
KR080205,NZ_LN831039.1
KR080204,NZ_LN831039.1
KR080206,NZ_LN831039.1
NC_028768,NZ_CP025774.1
MG593803,NZ_DF968533
MG593802,NZ_DF968533
MG593801,NZ_DF968533
MG593800,NZ_CM001889
NC_028762,NC_010554.1
NC_028760,NZ_UWXU01000001
NC_011976,CP030026
JN006061,NZ_LN831039.1
JN006062,NZ_LN831039.1
JN006063,NZ_LN831039.1
JN006064,NZ_LN831039.1
MH171095,NZ_OCQN01000001
NC_031004,NZ_CABEIC010000001.1
NC_031007,NC_013961.1
NC_031001,NZ_CABEIC010000001.1
NC_004616,NZ_CP023560
NC_031002,NZ_PKRZ01000001.1
NC_031009,NZ_PKRZ01000001.1
NC_031008,NZ_CP023560
NC_003438,NZ_AMGI01000001.1
NC_022070,NZ_LN831039.1
NC_022071,NZ_LN831039.1
MF185724,LC361338
NC_014595,NZ_NQCD01000010.1
NC_004617,NZ_CP023560
KX620750,NZ_CP010341.1
KU998239,NZ_CABEIC010000001.1
KX620753,NZ_CP010341.1
KY204249,NZ_LN831039.1
MF140397,LC361338
NC_000872,NZ_CP035306.1
NC_013648,NZ_KZ846072.1
NC_023606,NZ_LN831039.1
JN243856,NZ_LN831039.1
KX620754,NZ_CP010341.1
KY204244,NZ_LN831039.1
NC_018831,CP011102
KX648373,NZ_LN831039.1
NC_013646,NZ_KZ846072.1
MF919512,NZ_LN831039.1
JF937090,NZ_LN831039.1
NC_023601,NZ_FOQB01000027.1
NC_013644,NZ_KZ846072.1
NC_023602,NZ_LN831039.1
NC_013643,NZ_KZ846072.1
MF919511,NZ_LN831039.1
NC_013420,MH400164
NC_004584,NZ_CP010450.1
NC_004585,NZ_CP010450.1
NC_004586,NZ_CP010450.1
NC_004587,NZ_CP010450.1
KU998253,NZ_CABEIC010000001.1
KU998252,NZ_CABEIC010000001.1
KU998251,NZ_CABEIC010000001.1
KU998250,NZ_CABEIC010000001.1
NC_004588,NZ_CP010450.1
KU998256,NZ_AEUD01000047.1
KU998255,NZ_AEUD01000047.1
KU998254,NZ_CABEIC010000001.1
NC_026603,NZ_LN831039.1
NC_001335,NZ_LN831039.1
NC_026607,AP014565
NC_026606,LC361338
NC_026605,NZ_LN831039.1
NC_026604,NZ_LN831039.1
NC_023608,CP030026
NC_026609,NZ_AP019750.1
NC_026608,NZ_VDDD01000101.1
NC_005340,CP030026
MH513974,NZ_CABEIC010000001.1
MH513975,NZ_LN831039.1
MH513976,NZ_LN831039.1
MH513977,NZ_LN831039.1
MH513971,NZ_LN831039.1
MH513972,NZ_LN831039.1
MH513973,NZ_LN831039.1
NC_009603,NZ_QTTZ01000001
MH513978,NZ_LN831039.1
MH513979,NZ_CABEIC010000001.1
NC_028908,NZ_CP025774.1
NC_009875,NZ_CP023560
NC_024375,CP027029
NC_019548,NZ_CP009764.1
KY223999,NZ_LN831039.1
NC_019543,NZ_CP021654.1
NC_019540,NZ_CP050266.1
JQ896627,NZ_LN831039.1
KT375356,NC_012490.1
NC_019545,AP014565
KY549152,NZ_LN831039.1
KU865303,NZ_LN831039.1
NC_022061,NZ_LN831039.1
NC_021773,NZ_CP023560
KY549155,NZ_LN831039.1
KX702320,NZ_LN831039.1
NC_019490,NC_017045.1
NC_019496,NC_008261.1
NC_027358,NZ_CP046062.1
NC_028832,NZ_LN831039.1
NC_028830,NC_022112.1
NC_028837,NZ_CP019687.1
NC_028834,NZ_CP025774.1
NC_028835,NC_022112.1
MK460246,NZ_LN831039.1
MK460247,NZ_LN831039.1
MH271319,NC_012490.1
MH271318,NZ_CABEIC010000001.1
KU935731,NZ_LN831039.1
KU935730,NZ_LN831039.1
MH271311,NC_012490.1
MH271310,NZ_LT629770
MH271313,NZ_CABEIC010000001.1
MH271312,NZ_LT629770
MH271315,NC_012490.1
MH271314,NC_012490.1
MH271316,NZ_LT629770
NC_028880,NZ_CP024819.1
JN412590,NZ_LN831039.1
MK433259,NZ_MIGA01000001
NC_021348,NZ_LN831039.1
MF377442,LC361338
MF377440,NZ_LN831039.1
MF377441,LC361338
KM923970,NZ_LN831039.1
MH025890,NZ_CABEIC010000001.1
NC_011038,NC_017168.1
NC_011039,NZ_LN831039.1
KM236502,NZ_LN831039.1
NC_007917,NZ_CP019870.1
MK016504,NZ_LN831039.1
MK016502,NZ_LN831039.1
MK016503,NZ_LN831039.1
MK016500,QLNP01000098
MK016501,NZ_LN831039.1
MH651186,NZ_LN831039.1
MF140428,NZ_LN831039.1
MH651184,NZ_LN831039.1
MH651185,NZ_CABEIC010000001.1
MH651182,NZ_CABEIC010000001.1
MH651183,NZ_LN831039.1
MH651180,NZ_LN831039.1
MH651181,CP019892
KY083063,NZ_LN831039.1
MH651188,NZ_LN831039.1
MH651189,NZ_CABEIC010000001.1
NC_005131,NZ_JACAWZ010000001.1
KY083061,NZ_LN831039.1
MG872841,NZ_LN831039.1
MG872840,NZ_LN831039.1
MG872843,NZ_LN831039.1
MG872842,NZ_LN831039.1
NC_004814,NC_012924.1
MH450118,LC361338
MH450119,NZ_LN831039.1
MH450116,NZ_LN831039.1
MH450117,LC361338
MH450113,NZ_LN831039.1
NC_024380,NZ_QMJJ01000010.1
NC_007605,NZ_CP035288.1
NC_031080,NZ_LN831039.1
KX670788,NZ_LN831039.1
KX670787,LC361338
KX670786,LC361338
NC_031238,NZ_LN831039.1
NC_024383,CP027029
NC_024384,CP027029
KT359365,NZ_LN831039.1
NC_024385,NZ_QMJJ01000010.1
KT347313,NZ_LN831039.1
NC_024386,NZ_CP046062.1
NC_031279,NZ_LN831039.1
MG839030,CP019892
MF140427,LC361338
NC_031271,CP030026
JN561150,NZ_LN831039.1
NC_023735,NZ_CP027793.1
NC_023737,NZ_LN831039.1
NC_007048,NZ_CP023560
NC_023731,NZ_LN831039.1
NC_023732,NZ_LN831039.1
NC_023733,NZ_LN831039.1
NC_025453,NZ_KZ846072.1
NC_015266,NC_008390.1
NC_015265,NZ_MUTR01000001.1
NC_015264,NZ_CP048408.1
NC_023738,NZ_LN831039.1
NC_023739,NZ_LN831039.1
MF155936,NZ_LN831039.1
MF324909,NZ_LN831039.1
MF324908,NZ_LN831039.1
MF324907,LC361338
MF324906,LC361338
MF324905,NC_012490.1
MF324904,NC_012490.1
MF324903,NC_012490.1
MF324902,NC_012490.1
MF324901,NC_012490.1
MF324900,NC_012490.1
NC_002649,RKIY01000003
NC_031097,NZ_CABEIC010000001.1
JX262376,NZ_CM001889
NC_001998,NC_017287.1
NC_023594,NC_009438.1
NC_023595,NZ_KZ846072.1
NC_023597,NZ_LN831039.1
NC_031907,NZ_FEBQ01000001.1
NC_031901,NZ_FEBQ01000001.1
NC_031902,CP030026
KT326767,NZ_LN831039.1
NC_031908,NZ_CP023558.1
NC_031909,LR134359
JX649098,NZ_LN831039.1
NC_024208,NZ_PKRZ01000001.1
KT285706,NZ_LN831039.1
JN083852,NZ_LN831039.1
JN083853,NZ_LN831039.1
NC_028751,NZ_LN831039.1
NC_028750,NZ_UWXU01000001
NC_028757,NZ_LN831039.1
NC_028754,CP030026
NC_028759,NZ_LN831039.1
NC_028758,NZ_CP019687.1
NC_004615,NZ_CP023560
NC_031017,NZ_PKRZ01000001.1
NC_031013,NZ_PKRZ01000001.1
NC_031010,NC_013961.1
NC_031011,NZ_NQCD01000010.1
NC_008721,NC_012924.1
MH399780,NZ_LN831039.1
NC_024203,NZ_PKRZ01000001.1
NC_031018,NZ_CP024819.1
NC_031019,CP030026
NC_022085,NZ_LN831039.1
NC_022087,NZ_LN831039.1
NC_022086,NZ_LN831039.1
NC_024204,CP030026
JX649096,NZ_LN831039.1
KT388014,NZ_LN831039.1
NC_031044,NZ_PKRZ01000001.1
KR053200,NZ_CABEIC010000001.1
JN185608,NZ_LN831039.1
NC_012784,NZ_CP023560
NC_027335,NZ_KZ846072.1
NC_012788,NZ_LN831039.1
NC_028856,NZ_NUFU01000011.1
NC_005282,CP030026
NC_005284,NZ_CP008781.1
KY006473,NZ_LN831039.1
NC_028851,NZ_CP019687.1
KX507361,NZ_LN831039.1
NC_020879,NZ_CP016990.1
NC_011589,NC_011071.1
NC_004777,NC_017168.1
NC_026612,NZ_CP035288.1
NC_026613,NZ_CP035288.1
NC_005356,NZ_CP023560
NC_005357,NZ_LR134326.1
NC_028930,NZ_CP019687.1
NC_028937,NZ_LN831039.1
NC_028936,NZ_LN831039.1
NC_028934,NZ_LN831039.1
NC_021062,NZ_CP048408.1
NC_006557,NZ_KV917376
MH371121,NZ_LN831039.1
MH371120,NZ_LN831039.1
MH371123,NZ_LN831039.1
MH371122,NZ_LN831039.1
MH371125,NZ_LN831039.1
MH371124,CP019892
KR997968,NZ_LN831039.1
KR997967,NZ_LN831039.1
NC_009814,CP027029
NC_009817,NZ_PKRZ01000001.1
NC_009811,CP027029
NC_009810,CP027029
NC_009813,CP027029
NC_009812,CP027029
MH051261,NZ_LN831039.1
MH051260,NZ_LN831039.1
MH051265,NZ_LN831039.1
MH051264,NZ_LN831039.1
MH051266,NZ_LN831039.1
NC_010147,NZ_CP023560
KX702319,NZ_LN831039.1
MH590588,NZ_LN831039.1
NC_027365,NZ_LN831039.1
NC_028804,NZ_LN831039.1
NC_027363,NC_010554.1
NC_028802,NZ_LN831039.1
NC_028801,NZ_LN831039.1
NC_027360,CP030026
MK524496,NZ_LN831039.1
MK524497,NZ_LN831039.1
MK524494,NZ_LN831039.1
MK524495,NC_012490.1
MK524492,NZ_LN831039.1
MK524493,NZ_LN831039.1
NC_003345,NZ_AOJL01000060
KM881426,NZ_LN831039.1
MK524498,NZ_LN831039.1
MK524499,NZ_LN831039.1
KU613353,NZ_LN831039.1
MH910042,NZ_LN831039.1
NC_011142,CP034433
NC_019417,CP030026
NC_021347,NZ_CP027793.1
NC_021346,NZ_LN831039.1
NC_021343,NZ_CP008781.1
NC_021342,NZ_CP028813.1
MK433266,NZ_MIGA01000001
MK433267,NZ_CABEIC010000001.1
MK433264,NZ_CABEIC010000001.1
MK433265,NZ_CABEIC010000001.1
MK433262,NZ_LN831039.1
MK433263,NZ_CABEIC010000001.1
NC_021349,NZ_LN831039.1
MK433261,NZ_CABEIC010000001.1
MG944216,CP019892
KT588442,NZ_LN831039.1
NC_021063,CP018363
MH153801,NZ_QTTZ01000001
NC_001706,NZ_PKRZ01000001.1
NC_031239,NZ_CABEIC010000001.1
NC_031940,CP030026
NC_031941,NZ_FEBQ01000001.1
NC_031942,NZ_FEBQ01000001.1
NC_002072,NZ_CP035306.1
NC_003291,CP027029
MH632120,NZ_LN831039.1
NC_020839,NZ_LFTY01000002
NC_003299,NZ_FOQB01000027.1
NC_031946,CP030026
KU160638,LC361338
KU160639,LC361338
MK016499,NZ_LN831039.1
KX640831,NZ_LN831039.1
MG872838,NZ_LN831039.1
MG872839,NZ_LN831039.1
MG872834,NZ_CABEIC010000001.1
MG872835,NZ_LN831039.1
MG872836,NZ_LN831039.1
MG872837,NZ_LN831039.1
MG872831,NZ_LN831039.1
MG872832,NZ_LN831039.1
MG872833,NZ_LN831039.1
MF919541,NZ_LN831039.1
MF919540,NZ_LN831039.1
MF919542,NZ_CABEIC010000001.1
KY087993,NZ_LN831039.1
KY087992,NZ_LN831039.1
KJ595575,NZ_LN831039.1
MG099936,NZ_LN831039.1
MG099937,NZ_LN831039.1
MG099934,NZ_LN831039.1
MG099935,NZ_CABEIC010000001.1
MG099938,NZ_LN831039.1
MG099939,NZ_CABEIC010000001.1
NC_022056,NZ_LN831039.1
NC_007145,NZ_CP008781.1
NC_023699,NZ_LN831039.1
NC_023698,NZ_LN831039.1
NC_023692,NZ_LN831039.1
NC_023691,NZ_LN831039.1
KM652554,NZ_CM001889
NC_023697,NZ_LN831039.1
NC_023696,NZ_LN831039.1
NC_023695,NZ_LN831039.1
NC_023694,NZ_CP027793.1
NC_031243,NZ_LN831039.1
NC_031241,NZ_CP035288.1
NC_021317,NZ_CM001153
NC_031247,NZ_CABEIC010000001.1
NC_031246,NZ_UWXU01000001
KY464936,NZ_LN831039.1
NC_031249,NZ_CABEIC010000001.1
MK450435,NZ_CABEIC010000001.1
KU963247,NZ_CABEIC010000001.1
MH779499,NZ_CABEIC010000001.1
NC_015270,NZ_KZ846072.1
NC_015271,CP030026
NC_024135,NZ_LN831039.1
NC_015273,NZ_MUTR01000001.1
NC_015274,NZ_FEBQ01000001.1
NC_004173,NZ_FOQB01000027.1
NC_025444,NZ_LN831039.1
MH651190,NZ_OCQN01000001
NC_022054,NZ_LN831039.1
KX523125,NZ_LN831039.1
NC_025440,CP027029
NC_025442,CP030026
NC_024138,NZ_LN831039.1
KU647627,LC361338
KU647626,LC361338
NC_028658,NZ_LN831039.1
NC_020158,NZ_FNOF01000001
KU647629,LC361338
KU647628,LC361338
MF319184,NZ_LN831039.1
NC_022055,NZ_LN831039.1
KY385381,NZ_LN831039.1
KY385380,NZ_LN831039.1
KY385383,NZ_LN831039.1
KY385382,NZ_LN831039.1
KY385384,NZ_LN831039.1
NC_002656,NZ_LN831039.1
NC_028247,NZ_CP024819.1
NC_022052,NZ_LN831039.1
MH230877,NZ_LN831039.1
NC_029033,NZ_CP025774.1
NC_016654,NZ_CP027793.1
NC_016653,NC_012490.1
NC_016652,NZ_CP027793.1
NC_016651,NZ_CP032675.1
NC_016650,NZ_QEOC01000001.1
NC_023690,NZ_LN831039.1
NC_007149,NZ_LK391965
MK284518,NZ_LN831039.1
MK284519,NZ_LN831039.1
KM597531,NZ_LN831039.1
KM597530,NZ_LN831039.1
NC_028742,NZ_LN831039.1
MK279899,QLNP01000098
NC_028749,NZ_CP025545.1
NC_031029,NZ_CABEIC010000001.1
NC_031028,NZ_CABEIC010000001.1
NC_031023,NZ_CP035306.1
NC_031022,NZ_NQCD01000010.1
NC_031021,CP030026
NC_031020,NZ_FRBZ01000017.1
NC_031026,AP014565
NC_031025,NZ_UWXU01000001
NC_019521,NZ_CP035765.1
NC_013155,NZ_PKRZ01000001.1
NC_019489,QOUU01000001
MH509443,NZ_LN831039.1
MH509442,NZ_LN831039.1
MH509441,NZ_LN831039.1
NC_019488,CP030026
MH509447,CP019892
MH509446,NZ_CABEIC010000001.1
MH509445,NZ_LN831039.1
MH509444,NZ_LN831039.1
NC_022090,NZ_CP023560
KX712237,NC_012490.1
KU963260,NZ_CABEIC010000001.1
KU963261,NZ_CABEIC010000001.1
KU963262,NZ_CABEIC010000001.1
KU963263,NZ_CABEIC010000001.1
MH744415,NZ_LN831039.1
MH744414,NZ_LN831039.1
MH744417,NZ_LN831039.1
MH744416,CP019892
NC_006940,CP030026
MH744419,LC361338
MH744418,NZ_CM001889
NC_011551,CP017605
KX443695,LC361338
NC_028929,CP027029
KX443696,NZ_LN831039.1
NC_027204,NZ_RPMX01000001.1
NC_028926,NZ_NUFU01000011.1
NC_028920,NZ_LN831039.1
MK359360,NZ_LN831039.1
NC_028922,NZ_LN831039.1
NC_028923,NZ_LN831039.1
MK359361,NZ_LN831039.1
